"bogus","Timestamp","Year","Day","Month","CaptureTime","SpeciesName","Sex","Age","BandNumber","TrapID","Weather","BandingReport","RecaptureYN","RecaptureMonth","RecaptureDay","Condition","Release","Comments","DataEntryPerson","Weight","WingChord","Temperature","RecaptureOriginal","RecapturePrevious","TailLength"
".","12/8/2010 16:57:51","1973","19","3","6:00:00","Song Sparrow","U","AHY (After Hatch Year)","113-195992","Funn E","Clear; moderate winds","check mark in record","no check","none","none","none","To Meadow","AOU 581","Keith Bradley-Hewitt","24.9","","","","",""
".","12/8/2010 17:00:34","1973","19","3","7:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19227","Net B","Clear; moderate winds","no check mark in record","check or yes","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","","","","","",""
".","12/8/2010 17:02:59","1973","19","3","7:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19250","net B","Clear; moderate winds","check mark in record","no check","none","none","none","To Sumacs","moult","Keith Bradley-Hewitt","","74","","","",""
".","12/8/2010 17:04:29","1973","19","3","7:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19251","Cage E","Clear; moderate winds","check mark in record","no check","none","none","none","To Tree","none","Keith Bradley-Hewitt","17.7","73","","","",""
".","12/8/2010 17:06:30","1973","19","3","7:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19252","Cage E","Clear; moderate winds","check mark in record","no check","none","none","none","To Tree","none","Keith Bradley-Hewitt","18.8","72","","","",""
".","12/8/2010 17:08:04","1973","19","3","12:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19253","Cage E","Clear; moderate winds","check mark in record","no check","none","none","none","To Tree","none","Keith Bradley-Hewitt","19.1","73","","","",""
".","12/8/2010 17:09:13","1973","19","3","15:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19254","Cage E","Clear; moderate winds","check mark in record","no check","none","none","none","To Tree","Moult","Keith Bradley-Hewitt","20.8","73","","","",""
".","12/8/2010 17:11:15","1973","19","3","17:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19255","Cage E","Clear; moderate winds","check mark in record","no check","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","18","71","","","",""
".","12/8/2010 17:14:17","1973","20","3","6:00:00","Tree Sparrow","U","AHY (After Hatch Year)","70-80549","Cage E","Partly-cloudy; moderate winds","no check mark in record","check or yes","none","none","none","To Brushpile","Brown eye; black nib; RIII:nil","Keith Bradley-Hewitt","19.9","","","","",""
".","12/8/2010 17:16:33","1973","20","3","6:30:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19256","Net B","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","To Tree","Brown eye; black nib; RIII:nil","Keith Bradley-Hewitt","20.1","74","","","",""
".","12/8/2010 17:18:40","1973","20","3","6:30:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19257","Net B","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","To Meadow","Brown eye; RIII:15%; Black nib","Keith Bradley-Hewitt","","75","","","",""
".","12/8/2010 17:20:18","1973","20","3","7:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19258","Cage E","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","To south","none","Keith Bradley-Hewitt","","72","","","",""
".","12/9/2010 12:50:32","1973","20","3","7:00:00","Tree Sparrow","U","AHY (After Hatch Year)","70-80560","Cage E","Partly-cloudy; moderate winds","no check mark in record","check or yes","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","21","","","","",""
".","12/9/2010 12:52:21","1973","20","3","7:15:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19259","Chic E","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","","73","","","",""
".","12/9/2010 12:53:29","1973","20","3","8:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19260","Chic E","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","19.3","72","","","",""
".","12/9/2010 12:55:54","1973","20","3","8:45:00","Song Sparrow","U","AHY (After Hatch Year)","113-195993","Chic E","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","To southwest","none","Keith Bradley-Hewitt","23.2","65","","","",""
".","12/9/2010 12:57:47","1973","20","3","10:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19261","Chic E","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","","70","","","",""
".","12/9/2010 12:59:58","1973","21","3","8:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19262","Net B","Clear; light winds","check mark in record","no check","none","none","none","To Grass","injured wing?","Keith Bradley-Hewitt","17.1","76","","","",""
".","12/9/2010 13:01:51","1973","21","3","8:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19263","Net B","Clear; light winds","check mark in record","no check","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","16.6","66","","","",""
".","12/9/2010 13:03:30","1973","21","3","8:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19264","Net B","Clear; light winds","check mark in record","no check","none","none","none","To Tree","Red-brown eye; black nib; RIII nil","Keith Bradley-Hewitt","22.2","77","","","",""
".","12/9/2010 13:04:47","1973","21","3","8:00:00","Tree Sparrow","U","AHY (After Hatch Year)","70-80561","Cage G","Clear; light winds","no check mark in record","check or yes","none","none","none","To brushpile","none","Keith Bradley-Hewitt","19.8","","","","",""
".","12/9/2010 13:06:08","1973","21","3","9:45:00","Song Sparrow","U","AHY (After Hatch Year)","117-195994","Cage G","Clear; light winds","check mark in record","no check","none","none","none","To grass","none","Keith Bradley-Hewitt","25.3","68","","","",""
".","12/9/2010 13:07:31","1973","21","3","13:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19231","Cage G","Clear; light winds","no check mark in record","check or yes","none","none","none","In place","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:08:36","1973","21","3","13:30:00","Black-capped Chickadee","U","AHY (After Hatch Year)","1300-88150","Cage G","Clear; light winds","no check mark in record","check or yes","none","none","none","In place","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:09:38","1973","21","3","14:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19265","Cage G","Clear; light winds","check mark in record","no check","none","none","none","To Tree","none","Keith Bradley-Hewitt","19.6","69","","","",""
".","12/9/2010 13:11:02","1973","22","3","7:30:00","Tree Sparrow","U","AHY (After Hatch Year)","13130-19266","Funnel E","Clear; calm","check mark in record","no check","none","none","none","To meadow","none","Keith Bradley-Hewitt","20.7","75","","","",""
".","12/9/2010 13:12:12","1973","22","3","7:30:00","American Goldfinch","M","SY (Second year)","1310-19267","Cage G","Clear; calm","check mark in record","no check","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:13:23","1973","22","3","10:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19268","Elev E","Clear; calm","check mark in record","no check","none","none","none","To Sumacs","none","Keith Bradley-Hewitt","","70","","","",""
".","12/9/2010 13:14:31","1973","22","3","14:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19233","Cage G","Clear; strong winds","no check mark in record","check or yes","none","none","none","On site","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:15:47","1973","22","3","16:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19255","Cage G","Clear; strong winds","no check mark in record","check or yes","none","none","none","On site","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:18:52","1973","22","3","18:00:00","Cardinal","M","SY (Second year)","73-166592","Cage G","Clear; strong winds","check mark in record","no check","none","none","none","To Sumac","Body moult and head moult; injury?","Keith Bradley-Hewitt","48.6","","","","",""
".","12/9/2010 13:20:44","1973","23","3","6:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19269","Funn E","Partly-cloudy; light winds","check mark in record","no check","none","none","none","To Sumac","Leg completely healed; tape gone except for small amount adhesive(?)","Keith Bradley-Hewitt","17.4","69","","","",""
".","12/9/2010 13:21:53","1973","23","3","10:30:00","Tree Sparrow","U","AHY (After Hatch Year)","70-80561","Cage G","Partly-cloudy; light winds","no check mark in record","check or yes","none","none","none","On Site","none","Keith Bradley-Hewitt","17.4","69","","","",""
".","12/9/2010 13:25:07","1973","23","3","10:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19261","Cage G","Partly-cloudy; light winds","no check mark in record","check or yes","none","none","none","On Site","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:27:02","1973","23","3","14:00:00","Slate-colored Junco","M","AHY (After Hatch Year)","1310-19270","Cage G","Partly-cloudy; light winds","check mark in record","no check","none","none","none","To play-lot","Grey-brown eye; RIII nil; black nib","Keith Bradley-Hewitt","","72","","","",""
".","12/9/2010 13:29:03","1973","24","3","6:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19271","Net B","Overcast; rainy; light winds","check mark in record","no check","none","none","none","To Sumac","none","Keith Bradley-Hewitt","16.8","69","","","",""
".","12/9/2010 13:31:09","1973","24","3","17:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19272","Net B","Overcast; rainy; light winds","check mark in record","no check","none","none","none","To grass","RIII:5%; buried right wing (?)","Keith Bradley-Hewitt","","74","","","",""
".","12/9/2010 13:33:14","1973","24","3","17:00:00","White-breasted Nuthatch","M","AHY (After Hatch Year)","76-44580","Cage G","Overcast; rainy; light winds","no check mark in record","check or yes","none","none","none","On site","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:35:19","1973","25","3","8:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19231","Cage G","Rainy; moderate winds","no check mark in record","check or yes","none","none","none","In situ","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:37:10","1973","25","3","8:30:00","Pine Siskin","U","AHY (After Hatch Year)","1310-19273","Elev E","rainy; moderate winds","check mark in record","no check","none","none","none","E and N","Much yellow","Keith Bradley-Hewitt","13.2","71","","","",""
".","12/9/2010 13:38:55","1973","25","3","8:30:00","Pine Siskin","U","AHY (After Hatch Year)","1310-19274","Elev E","rainy; moderate winds","check mark in record","no check","none","none","none","Tallgrass","White edge to wingbars","Keith Bradley-Hewitt","12.7","73","","","",""
".","12/9/2010 13:40:06","1973","25","3","9:30:00","House Sparrow","M","AHY (After Hatch Year)","113-195995","Elev E","rainy; moderate winds","check mark in record","no check","none","none","none","N and W","rainy; moderate winds","Keith Bradley-Hewitt","28.2","","","","",""
".","12/9/2010 13:41:18","1973","25","3","9:30:00","Tree Sparrow","U","AHY (After Hatch Year)","70-80550","Cage G","rainy; moderate winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 13:43:20","1973","25","3","9:30:00","Slate-colored Junco","M","SY (Second year)","1310-19275","Cage G","rainy; moderate winds","check mark in record","no check","none","none","none","tree","Brown-grey eye; black tip; RIII 50%","Keith Bradley-Hewitt","21.6","78","","","",""
".","12/9/2010 13:45:22","1973","25","3","12:00:00","Slate-colored Junco","U","SY (Second year)","1310-19276","Cage G","Overcast; strong winds","check mark in record","no check","none","none","none","none","Pink beak; RIII 90%; grey-brown eye","Keith Bradley-Hewitt","21","73","","","",""
".","12/9/2010 13:47:07","1973","25","3","12:00:00","Tree Sparrow","U","AHY (After Hatch Year)","70-80561","Elev E","Overcast; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","19.6","","","","",""
".","12/9/2010 13:48:26","1973","25","3","15:00:00","Slate-colored Junco","U","SY (Second year)","1310-19277","Cage G","Overcast; strong winds","check mark in record","no check","none","none","none","none","RIII 40%; brown eye","Keith Bradley-Hewitt","21.4","74","","","",""
".","12/9/2010 13:49:51","1973","25","3","15:00:00","Common Grackle","M","AHY (After Hatch Year)","1113-89831","Cage G","Overcast; strong winds","check mark in record","no check","none","none","none","none","T136; spot on iris; AOU 511","Keith Bradley-Hewitt","140.6","138","","","",""
".","12/9/2010 13:51:08","1973","25","3","15:00:00","Common Grackle","M","AHY (After Hatch Year)","1113-89832","Cage G","Overcast; strong winds","check mark in record","no check","none","none","none","none","T132","Keith Bradley-Hewitt","131","143","","","",""
".","12/9/2010 15:33:38","1973","26","3","6:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19278","Cage E","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","18.7","72","","","",""
".","12/9/2010 15:35:28","1973","26","3","7:30:00","Song Sparrow","U","AHY (After Hatch Year)","113-195996","Chic E","Clear; calm","check mark in record","no check","none","none","none","none","T57","Keith Bradley-Hewitt","23.7","67","","","",""
".","12/9/2010 15:37:13","1973","26","3","8:30:00","Red-winged Blackbird","M","AHY (After Hatch Year)","742-09455","Cage E","Clear; calm","check mark in record","no check","none","none","none","none","AOU 498","Keith Bradley-Hewitt","73.2","","","","",""
".","12/9/2010 15:38:23","1973","26","3","14:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19279","Chic E","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:39:44","1973","26","3","14:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19232","Cage E","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.2","","","","",""
".","12/9/2010 15:41:40","1973","26","3","14:30:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19270","Cage E","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","23.8","","","","",""
".","12/9/2010 15:42:51","1973","26","3","15:00:00","Tree Sparrow","U","AHY (After Hatch Year)","70-80571","Cage E","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:44:28","1973","26","3","15:00:00","Black-capped Chickadee","U","AHY (After Hatch Year)","1290-89891","Wblr G","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:46:06","1973","26","3","16:30:00","Pine Siskin","U","AHY (After Hatch Year)","1310-19280","Tree R","Clear; calm","check mark in record","no check","none","none","none","none","Yellow dominance","Keith Bradley-Hewitt","13.7","70","","","",""
".","12/9/2010 15:47:33","1973","26","3","17:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19234","Funn E","Clear; calm","no check mark in record","check or yes","none","none","none","none","Bleeding head","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:48:38","1973","26","3","17:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19233","Cage E","Clear; calm","no check mark in record","check or yes","none","none","none","none","Body moult","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:49:53","1973","26","3","17:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19253","Elev E","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:51:15","1973","26","3","18:00:00","Slate-colored Junco","M","SY (Second year)","1310-19281","Elev E","Clear; calm","check mark in record","no check","none","none","none","none","Brown eyes","Keith Bradley-Hewitt","26.2","78","","","",""
".","12/9/2010 15:53:03","1973","27","3","6:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19254","Cage E","Clear; light winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:54:59","1973","27","3","16:00:00","Slate-colored Junco","U","SY (Second year)","1310-19282","Tree R","Rainy; strong winds","check mark in record","no check","none","none","none","none","brown eyes; RIII 3%","Keith Bradley-Hewitt","22.8","75","","","",""
".","12/9/2010 15:56:19","1973","28","3","16:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19283","Elev E","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 15:57:52","1973","29","3","6:30:00","Song Sparrow","U","AHY (After Hatch Year)","113-195997","Funn E","Clear; calm","check mark in record","no check","none","none","none","none","Tail moult","Keith Bradley-Hewitt","23.1","68","","","",""
".","12/9/2010 15:59:54","1973","29","3","7:00:00","White-breasted Nuthatch","F","AHY (After Hatch Year)","113-195985","Tree L","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","21.4","","","","",""
".","12/9/2010 16:01:00","1973","29","3","15:30:00","Black-capped Chickadee","U","AHY (After Hatch Year)","1300-88148","Cage G","Clear; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","10.2","","","","",""
".","12/9/2010 16:02:21","1973","29","3","15:30:00","Black-capped Chickadee","U","AHY (After Hatch Year)","1310-19284","Cage G","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","12.5","","","","",""
".","12/9/2010 16:04:00","1973","29","3","15:30:00","Purple Finch","U","AHY (After Hatch Year)","113-195998","Cage G","Clear; calm","no check mark in record","check or yes","none","none","none","none","female?","Keith Bradley-Hewitt","27.7","","","","",""
".","12/9/2010 16:05:26","1973","29","3","15:30:00","Purple Finch","M","AHY (After Hatch Year)","70-80580","Cage G","Clear; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","24.6","","","","",""
".","12/9/2010 16:06:57","1973","30","3","10:30:00","Purple Finch","U","AHY (After Hatch Year)","70-80581","Cage G","Partly-cloudy; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","25","","","","",""
".","12/9/2010 16:08:20","1973","30","3","12:30:00","Song Sparrow","U","AHY (After Hatch Year)","113-195999","Cage G","Partly-cloudy; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","18.6","","","","",""
".","12/9/2010 16:09:39","1973","30","3","16:00:00","Slate-colored Junco","U","SY (Second year)","1310-19285","Net B","Clear; calm","check mark in record","no check","none","none","none","none","RIII 50%; brown","Keith Bradley-Hewitt","25.1","77","","","",""
".","12/9/2010 16:11:17","1973","30","3","18:00:00","Slate-colored Junco","U","SY (Second year)","1310-19286","Tree L","Clear; calm","check mark in record","no check","none","none","none","none","RIII 15%; brown","Keith Bradley-Hewitt","22.4","75","","","",""
".","12/9/2010 16:12:44","1973","30","3","18:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19287","Cage G","Clear; calm","check mark in record","no check","none","none","none","none","RIII 15%; grey-brown","Keith Bradley-Hewitt","22.6","73","","","",""
".","12/9/2010 16:13:59","1973","31","3","7:00:00","Song Sparrow","U","AHY (After Hatch Year)","113-195993","Cage G","Overcast; calm","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","22.1","","","","",""
".","12/9/2010 16:14:59","1973","31","3","7:30:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19288","Net B","Overcast; calm","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","","75","","","",""
".","12/9/2010 16:16:34","1973","31","3","9:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19289","Net G","Overcast; strong winds","no check mark in record","check or yes","none","none","none","none","RIII 15%","Keith Bradley-Hewitt","21.1","73","","","",""
".","12/9/2010 16:19:24","1973","31","3","10:30:00","White-breasted Nuthatch","M","AHY (After Hatch Year)","113-196000","Tree R","Overcast; strong winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 16:21:46","1973","31","3","15:30:00","Slate-colored Junco","M","AHY (After Hatch Year)","1310-19290","Net G","Overcast; strong winds","check mark in record","no check","none","none","none","none","RIII 5%; grey-brown eyes; bleeding right thigh (?)","Keith Bradley-Hewitt","","80","","","",""
".","12/9/2010 16:27:21","1973","31","3","15:30:00","Slate-colored Junco","M","AHY (After Hatch Year)","1310-19290","Net G","Overcast; strong winds","check mark in record","no check","none","none","none","none","RIII 5%; grey-brown eyes; bleeding right thigh (?)","Keith Bradley-Hewitt","","80","","","",""
".","12/9/2010 16:29:27","1973","1","4","16:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19262","Net G","Raining; strong winds","no check mark in record","check or yes","none","none","none","Released on site","none","Keith Bradley-Hewitt","","","","","",""
".","12/9/2010 16:32:26","1973","1","4","16:00:00","Slate-colored Junco","M","AHY (After Hatch Year)","1310-19291","Net G","Raining; strong winds","check mark in record","no check","none","none","none","none","RIII 40%; brown eye","Keith Bradley-Hewitt","","79","","","",""
".","12/9/2010 16:34:04","1973","1","4","16:00:00","Slate-colored Junco","M","AHY (After Hatch Year)","1310-19292","Net G","Raining; strong winds","check mark in record","no check","none","none","none","none","RIII 80%; body moult; grey-brown eye","Keith Bradley-Hewitt","","78","","","",""
".","12/11/2010 12:28:37","1973","1","4","16:00:00","Slate-colored Junco","M","AHY (After Hatch Year)","1310-19293","Net G","Raining; strong winds","check mark in record","no check","none","none","none","none","Tail moult; grey-brown eye","Keith Bradley-Hewitt","","80","","","",""
".","12/11/2010 12:30:32","1973","1","4","16:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19294","Net G","Raining; strong winds","check mark in record","no check","none","none","none","none","RIII nil; grey-brown eye","Keith Bradley-Hewitt","","74","","","",""
".","12/11/2010 12:31:59","1973","1","4","16:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19295","Net G","Raining; strong winds","check mark in record","no check","none","none","none","none","Tail moult; grey-brown eye","Keith Bradley-Hewitt","","77","","","",""
".","12/11/2010 12:33:45","1973","1","4","16:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19296","Net G","Raining; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","","72","","","",""
".","12/11/2010 12:34:46","1973","1","4","16:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19297","Net G","Raining; strong winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","","","","","",""
".","12/11/2010 12:36:17","1973","2","4","7:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19227","Tree L","Raining; light winds","no check mark in record","check or yes","none","none","none","none","none","Keith Bradley-Hewitt","20.6","","","","",""
".","12/11/2010 12:37:21","1973","2","4","8:00:00","Tree Sparrow","M","AHY (After Hatch Year)","1310-19298","Tree L","Raining; light winds","check mark in record","no check","none","none","none","none","Banded on left leg","Keith Bradley-Hewitt","21.5","74","","","",""
".","12/11/2010 12:38:16","1973","2","4","16:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19299","Tree R","Raining; light winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","20.1","74","","","",""
".","12/11/2010 12:39:25","1973","2","4","16:30:00","Song Sparrow","U","AHY (After Hatch Year)","1141-32901","Net G","Raining; light winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","24.3","","","","",""
".","12/11/2010 12:40:23","1973","2","4","16:30:00","Song Sparrow","U","AHY (After Hatch Year)","113-195993","Net G","Raining; light winds","no check mark in record","check or yes","none","none","none","Released on site","none","Keith Bradley-Hewitt","","","","","",""
".","12/11/2010 12:41:53","1973","2","4","16:30:00","Slate-colored Junco","F","AHY (After Hatch Year)","1310-19300","Net G","Raining; light winds","check mark in record","no check","none","none","none","none","Brown eye; RIII nil; flew to west","Keith Bradley-Hewitt","19","70","","","",""
".","12/11/2010 12:43:13","1973","2","4","18:30:00","Eastern Robin","M","AHY (After Hatch Year)","742-09456","Net G","Raining; light winds","check mark in record","no check","none","none","none","none","Hit net simultaneously with 09457","Keith Bradley-Hewitt","77.6","","","","",""
".","12/11/2010 12:44:18","1973","2","4","18:30:00","Eastern Robin","U","AHY (After Hatch Year)","742-09457","Net G","Raining; light winds","check mark in record","no check","none","none","none","none","moult","Keith Bradley-Hewitt","83.5","129","","","",""
".","12/11/2010 12:46:29","1973","3","4","7:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19007","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","Pink sides; hostile; RIII 3%; brown eye","Keith Bradley-Hewitt","18.9","73","","","",""
".","12/11/2010 12:47:47","1973","3","4","7:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19008","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","Pink sides; RIII 2%; brown eye","Keith Bradley-Hewitt","19.2","73","","","",""
".","12/11/2010 12:49:04","1973","3","4","8:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19009","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","no pink; RIII nil; brown eye","Keith Bradley-Hewitt","18.6","74","","","",""
".","12/11/2010 12:50:41","1973","3","4","8:00:00","Song Sparrow","U","AHY (After Hatch Year)","1141-32902","Tree R","Overcast; light winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","24.6","","","","",""
".","12/11/2010 12:52:15","1973","3","4","8:30:00","Fox Sparrow","U","AHY (After Hatch Year)","73-166593","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","Grey-edge back feathers","Keith Bradley-Hewitt","37.9","","","","",""
".","12/11/2010 12:53:48","1973","3","4","8:30:00","Black-capped Chickadee","U","AHY (After Hatch Year)","13310-19010","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","bruised(?) right wing; flew slowly to tree","Keith Bradley-Hewitt","11.7","","","","",""
".","12/11/2010 12:55:07","1973","3","4","9:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19011","Cage W","Overcast; light winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","17","70","","","",""
".","12/11/2010 12:56:12","1973","3","4","10:00:00","White-breasted Nuthatch","U","AHY (After Hatch Year)","113-195985","Net G","Overcast; light winds","no check mark in record","check or yes","none","none","none","Released on site","none","Keith Bradley-Hewitt","","","","","",""
".","12/11/2010 12:57:31","1973","3","4","12:30:00","Fox Sparrow","U","AHY (After Hatch Year)","73-166594","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","grey-edged back","Keith Bradley-Hewitt","43.7","","","","",""
".","12/11/2010 12:59:24","1973","3","4","12:30:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19012","Cage W","Overcast; light winds","check mark in record","no check","none","none","none","none","RIII nil; brown eye; flew to west","Keith Bradley-Hewitt","21","76","","","",""
".","12/11/2010 13:00:46","1973","3","4","15:00:00","Slate-colored Junco","M","U (Unknown)","1310-19013","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","grey-brown eye; RIII 10%","Keith Bradley-Hewitt","21.8","79","","","",""
".","12/11/2010 13:02:13","1973","3","4","16:00:00","Slate-colored Junco","U","AHY (After Hatch Year)","1310-19014","Net G","Overcast; light winds","check mark in record","no check","none","none","none","none","Brown eye; RIII 50%","Keith Bradley-Hewitt","21.7","75","","","",""
".","12/11/2010 13:04:05","1973","4","4","6:00:00","Tree Sparrow","U","AHY (After Hatch Year)","1310-19015","Tree R","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","17.9","68","","","",""
".","12/11/2010 13:05:17","1973","4","4","6:00:00","Song Sparrow","U","AHY (After Hatch Year)","1141-32903","Cage W","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","none","none","Keith Bradley-Hewitt","23.8","","","","",""
".","12/11/2010 13:06:55","1973","4","4","8:00:00","Slate-colored Junco","F","AHY (After Hatch Year)","1310-19016","Net G","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","none","Pink sides; RIII 40%; brown eye","Keith Bradley-Hewitt","19.7","70","","","",""
".","12/11/2010 13:08:23","1973","4","4","17:00:00","Robin","U","AHY (After Hatch Year)","742-09458","Net G","Partly-cloudy; moderate winds","check mark in record","no check","none","none","none","none","Rich red breast","Keith Bradley-Hewitt","76.6","129","","","",""
